335987,1,1,1,0, 
335987,1,1,2,0, 
335987,1,1,3,0, 
335987,1,1,4,0, 
335987,1,1,5,0, 
335987,1,1,6,0, 
335987,1,1,7,0, 
335987,1,2,1,0, 
335987,1,2,2,4, 
335987,1,2,3,4, 
335987,1,2,4,6, 
335987,1,2,5,4, 
335987,1,2,6,0, 
335987,1,3,1,0, 
335987,1,3,2,0, 
335987,1,3,3,0, 
335987,1,3,4,4, 
335987,1,3,5,1, 
335987,1,3,6,0, 
335987,1,4,1,0, 
335987,1,4,2,6, 
335987,1,4,3,0, 
335987,1,4,4,4, 
335987,1,4,5,0, 
335987,1,4,6,1, 
335987,1,4,7,6, 
335987,1,5,1,4, 
335987,1,5,2,1, 
335987,1,5,3,4, 
335987,1,5,4,0, 
335987,1,5,5,1, 
335987,1,5,6,0, 
335987,1,6,1,1, 
335987,1,6,2,0,1
335987,1,6,3,0, 
335987,1,6,4,0, 
335987,1,6,5,0, 
335987,1,6,6,0, 
335987,1,7,1,1, 
335987,1,7,2,1, 
335987,1,7,3,1, 
335987,1,7,4,2, 
335987,1,7,5,1, 
335987,1,7,6,1, 
335987,1,8,1,0, 
335987,1,8,2,1, 
335987,1,8,3,1, 
335987,1,8,4,1, 
335987,1,8,5,1, 
335987,1,8,6,1, 
335987,1,9,1,0, 
335987,1,9,2,0, 
335987,1,9,3,0, 
335987,1,9,4,1, 
335987,1,9,5,1, 
335987,1,9,6,2, 
335987,1,10,1,1, 
335987,1,10,2,1, 
335987,1,10,3,1, 
335987,1,10,4,0, 
335987,1,10,5,6, 
335987,1,10,6,1, 
335987,1,11,1,1, 
335987,1,11,2,4, 
335987,1,11,3,0, 
335987,1,11,4,6, 
335987,1,11,5,0, 
335987,1,11,6,0, 
335987,1,12,1,0, 
335987,1,12,2,6, 
335987,1,12,3,2, 
335987,1,12,4,1, 
335987,1,12,5,0, 
335987,1,12,6,1, 
335987,1,13,1,0,3
335987,1,13,2,4, 
335987,1,13,3,0, 
335987,1,13,4,2, 
335987,1,13,5,0, 
335987,1,13,6,4, 
335987,1,13,7,1, 
335987,1,14,1,1, 
335987,1,14,2,0, 
335987,1,14,3,1, 
335987,1,14,4,1, 
335987,1,14,5,1, 
335987,1,14,6,2, 
335987,1,15,1,4, 
335987,1,15,2,1, 
335987,1,15,3,6, 
335987,1,15,4,4, 
335987,1,15,5,0, 
335987,1,15,6,1, 
335987,1,15,7,6, 
335987,1,16,1,0, 
335987,1,16,2,1, 
335987,1,16,3,2, 
335987,1,16,4,0, 
335987,1,16,5,1, 
335987,1,16,6,0, 
335987,1,17,1,1, 
335987,1,17,2,2, 
335987,1,17,3,1, 
335987,1,17,4,6, 
335987,1,17,5,2, 
335987,1,17,6,2, 
335987,1,18,1,0,4
335987,1,18,2,1, 
335987,1,18,3,0, 
335987,1,18,4,1, 
335987,1,18,5,4, 
335987,1,18,6,1, 
335987,1,19,1,6, 
335987,1,19,2,0, 
335987,1,19,3,6, 
335987,1,19,4,4, 
335987,1,19,5,1, 
335987,1,19,6,4, 
335987,1,20,1,6, 
335987,1,20,2,6, 
335987,1,20,3,2, 
335987,1,20,4,0, 
335987,1,20,5,2, 
335987,1,20,6,6, 
335987,2,1,1,1, 
335987,2,1,2,0, 
335987,2,1,3,0, 
335987,2,1,4,1, 
335987,2,1,5,1, 
335987,2,1,6,0, 
335987,2,1,7,0, 
335987,2,2,1,0,6
335987,2,2,2,0, 
335987,2,2,3,0, 
335987,2,2,4,1, 
335987,2,2,5,0, 
335987,2,2,6,0, 
335987,2,3,1,0, 
335987,2,3,2,0,8
335987,2,3,3,1, 
335987,2,3,4,0, 
335987,2,3,5,0, 
335987,2,3,6,0, 
335987,2,3,7,1, 
335987,2,4,1,2, 
335987,2,4,2,1, 
335987,2,4,3,0, 
335987,2,4,4,0, 
335987,2,4,5,0, 
335987,2,4,6,0, 
335987,2,5,1,1, 
335987,2,5,2,1, 
335987,2,5,3,0, 
335987,2,5,4,6, 
335987,2,5,5,0,9
335987,2,5,6,0, 
335987,2,6,1,0, 
335987,2,6,2,0,7
335987,2,6,3,0, 
335987,2,6,4,1, 
335987,2,6,5,1, 
335987,2,6,6,0, 
335987,2,7,1,0, 
335987,2,7,2,0, 
335987,2,7,3,1, 
335987,2,7,4,0, 
335987,2,7,5,0, 
335987,2,7,6,0, 
335987,2,7,7,0, 
335987,2,7,8,4, 
335987,2,8,1,1, 
335987,2,8,2,0, 
335987,2,8,3,1, 
335987,2,8,4,2, 
335987,2,8,5,0,11
335987,2,8,6,0, 
335987,2,9,1,0, 
335987,2,9,2,0,12
335987,2,9,3,0, 
335987,2,9,4,0, 
335987,2,9,5,0, 
335987,2,9,6,1, 
335987,2,9,7,2, 
335987,2,9,8,0,10
335987,2,10,1,1, 
335987,2,10,2,0, 
335987,2,10,3,0, 
335987,2,10,4,0, 
335987,2,10,5,0, 
335987,2,10,6,4, 
335987,2,10,7,1, 
335987,2,11,1,0, 
335987,2,11,2,0, 
335987,2,11,3,0, 
335987,2,11,4,1, 
335987,2,11,5,4, 
335987,2,11,6,0, 
335987,2,12,1,1,13
335987,2,12,2,0, 
335987,2,12,3,0, 
335987,2,12,4,1, 
335987,2,12,5,0, 
335987,2,12,6,1, 
335987,2,13,1,6, 
335987,2,13,2,0, 
335987,2,13,3,1, 
335987,2,13,4,1, 
335987,2,13,5,0, 
335987,2,13,6,0, 
335987,2,13,7,1, 
335987,2,14,1,0,15
335987,2,14,2,1, 
335987,2,14,3,0, 
335987,2,14,4,0, 
335987,2,14,5,0, 
335987,2,14,6,6, 
335987,2,15,1,0, 
335987,2,15,2,0, 
335987,2,15,3,0, 
335987,2,15,4,1, 
335987,2,15,5,0, 
335987,2,15,6,1, 
335987,2,15,7,0, 
335987,2,16,1,0, 
335987,2,16,2,0,16
335988,1,1,1,0, 
335988,1,1,2,0, 
335988,1,1,3,1, 
335988,1,1,4,0, 
335988,1,1,5,4, 
335988,1,1,6,0, 
335988,1,2,1,4, 
335988,1,2,2,4, 
335988,1,2,3,4, 
335988,1,2,4,2, 
335988,1,2,5,0, 
335988,1,2,6,0, 
335988,1,2,7,0, 
335988,1,3,1,0, 
335988,1,3,2,4, 
335988,1,3,3,0, 
335988,1,3,4,1, 
335988,1,3,5,0,17
335988,1,3,6,1, 
335988,1,3,7,0, 
335988,1,4,1,0, 
335988,1,4,2,0, 
335988,1,4,3,1, 
335988,1,4,4,1, 
335988,1,4,5,0, 
335988,1,4,6,4, 
335988,1,5,1,0, 
335988,1,5,2,0, 
335988,1,5,3,4, 
335988,1,5,4,4, 
335988,1,5,5,0, 
335988,1,5,6,0, 
335988,1,6,1,4, 
335988,1,6,2,6, 
335988,1,6,3,0, 
335988,1,6,4,1, 
335988,1,6,5,0, 
335988,1,6,6,0, 
335988,1,7,1,4, 
335988,1,7,2,0,18
335988,1,7,3,1, 
335988,1,7,4,2, 
335988,1,7,5,1, 
335988,1,7,6,1, 
335988,1,8,1,0,20
335988,1,8,2,1, 
335988,1,8,3,0, 
335988,1,8,4,1, 
335988,1,8,5,6, 
335988,1,8,6,0, 
335988,1,9,1,1, 
